LFEM_data- (8)
Below is the data for Univ. of Wash.(Urb.Hort.),,,,,,,,,,
 Pseudo-Julian-Date,Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Direction,Pressure,Solar
2460495.3465278,2024-07-03,08:19,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.2,0.0
2460495.3472222,2024-07-03,08:20,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3479167,2024-07-03,08:21,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3486111,2024-07-03,08:22,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.2,0.0
2460495.3493056,2024-07-03,08:23,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.2,0.0
2460495.3500000,2024-07-03,08:24,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.2,0.0
2460495.3506944,2024-07-03,08:25,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.2,0.0
2460495.3513889,2024-07-03,08:26,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.3,-0.1
2460495.3520833,2024-07-03,08:27,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3527778,2024-07-03,08:28,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3534722,2024-07-03,08:29,54.000000,50.000000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3541667,2024-07-03,08:30,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3548611,2024-07-03,08:31,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3555556,2024-07-03,08:32,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3562500,2024-07-03,08:33,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3569444,2024-07-03,08:34,54.000000,50.200000,86.0,0.000000,0.000000,0,1022.3,0.0
2460495.3576389,2024-07-03,08:35,54.000000,50.400000,87.0,0.000000,0.000000,0,1022.3,0.0
2460495.3583333,2024-07-03,08:36,54.000000,50.500000,87.0,0.000000,0.000000,0,1022.3,0.0
2460495.3590278,2024-07-03,08:37,54.000000,50.500000,87.0,0.000000,0.000000,0,1022.3,0.0
2460495.3597222,2024-07-03,08:38,54.000000,50.500000,87.0,0.000000,0.000000,0,1022.4,0.0
2460495.3604167,2024-07-03,08:39,54.000000,50.500000,87.0,0.000000,0.000000,0,1022.4,-0.1
2460495.3611111,2024-07-03,08:40,54.000000,50.700000,87.0,0.000000,0.000000,0,1022.4,0.0
2460495.3618056,2024-07-03,08:41,54.000000,50.700000,87.0,0.000000,0.000000,0,1022.4,0.0
2460495.3625000,2024-07-03,08:42,54.000000,50.700000,87.0,0.000000,0.000000,0,1022.4,0.0
2460495.3631944,2024-07-03,08:43,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.5,-0.1
2460495.3638889,2024-07-03,08:44,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.5,0.0
2460495.3645833,2024-07-03,08:45,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.5,0.0
2460495.3652778,2024-07-03,08:46,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.3659722,2024-07-03,08:47,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.3666667,2024-07-03,08:48,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.3673611,2024-07-03,08:49,54.000000,50.900000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.3680556,2024-07-03,08:50,54.000000,51.100000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.3687500,2024-07-03,08:51,54.000000,51.300000,88.0,0.000000,0.000000,0,1022.6,0.0
2460495.3694444,2024-07-03,08:52,54.000000,51.300000,88.0,0.000000,0.000000,0,1022.6,0.0
2460495.3701389,2024-07-03,08:53,54.000000,51.300000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.3708333,2024-07-03,08:54,54.000000,51.300000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.3715278,2024-07-03,08:55,54.000000,51.400000,88.0,0.000000,0.000000,0,1022.5,-0.1
2460495.3722222,2024-07-03,08:56,54.000000,51.400000,88.0,0.000000,0.000000,0,1022.5,0.0
2460495.3729167,2024-07-03,08:57,54.000000,51.400000,88.0,0.000000,0.400000,60,1022.5,0.0
2460495.3736111,2024-07-03,08:58,54.000000,51.400000,88.0,0.400000,1.400000,59,1022.5,-0.1
2460495.3743056,2024-07-03,08:59,55.000000,51.400000,88.0,1.600000,2.100000,68,1022.5,0.0
2460495.3750000,2024-07-03,09:00,55.000000,51.400000,88.0,1.900000,2.100000,58,1022.5,-0.1
2460495.3756944,2024-07-03,09:01,55.000000,51.400000,87.0,1.600000,1.700000,62,1022.5,0.0
2460495.3763889,2024-07-03,09:02,55.000000,51.400000,87.0,1.000000,2.100000,60,1022.5,0.0
2460495.3770833,2024-07-03,09:03,55.000000,51.300000,87.0,2.100000,2.300000,55,1022.5,0.0
2460495.3777778,2024-07-03,09:04,55.000000,51.300000,86.0,1.700000,2.500000,62,1022.5,0.0
2460495.3784722,2024-07-03,09:05,55.000000,51.100000,86.0,1.000000,1.600000,60,1022.5,-0.1
2460495.3791667,2024-07-03,09:06,55.000000,51.100000,86.0,0.800000,1.400000,74,1022.5,0.0
2460495.3798611,2024-07-03,09:07,55.000000,51.100000,86.0,0.400000,1.400000,52,1022.5,0.0
2460495.3805556,2024-07-03,09:08,55.000000,51.100000,86.0,0.000000,0.000000,0,1022.5,0.0
2460495.3812500,2024-07-03,09:09,55.000000,51.100000,85.0,0.000000,0.000000,0,1022.5,-0.1
2460495.3819444,2024-07-03,09:10,55.000000,51.100000,85.0,0.800000,1.700000,108,1022.5,-0.1
2460495.3826389,2024-07-03,09:11,55.000000,51.100000,85.0,0.200000,1.000000,59,1022.5,0.0
2460495.3833333,2024-07-03,09:12,55.000000,50.900000,85.0,0.600000,2.100000,73,1022.5,-0.1
2460495.3840278,2024-07-03,09:13,55.000000,50.900000,84.0,1.700000,2.900000,65,1022.5,0.0
2460495.3847222,2024-07-03,09:14,55.000000,50.900000,84.0,1.400000,1.700000,61,1022.5,0.0
2460495.3854167,2024-07-03,09:15,55.000000,50.700000,84.0,1.400000,1.900000,45,1022.6,0.0
2460495.3861111,2024-07-03,09:16,55.000000,50.900000,84.0,1.200000,2.100000,48,1022.5,0.0
2460495.3868056,2024-07-03,09:17,55.000000,50.900000,84.0,0.200000,1.400000,82,1022.5,-0.1
2460495.3875000,2024-07-03,09:18,55.000000,50.700000,84.0,0.600000,1.700000,80,1022.5,0.0
2460495.3881944,2024-07-03,09:19,55.000000,50.700000,83.0,0.000000,0.000000,0,1022.5,0.0
2460495.3888889,2024-07-03,09:20,55.000000,50.700000,83.0,0.200000,1.600000,95,1022.5,-0.1
2460495.3895833,2024-07-03,09:21,55.000000,50.700000,83.0,0.000000,0.600000,73,1022.5,-0.1
2460495.3902778,2024-07-03,09:22,55.000000,50.700000,83.0,0.600000,1.700000,83,1022.5,-0.1
2460495.3909722,2024-07-03,09:23,55.000000,50.700000,83.0,1.700000,2.500000,74,1022.5,0.0
2460495.3916667,2024-07-03,09:24,55.000000,50.700000,83.0,0.600000,1.700000,72,1022.5,-0.1
2460495.3923611,2024-07-03,09:25,55.000000,50.500000,83.0,1.200000,1.900000,60,1022.5,0.0
2460495.3930556,2024-07-03,09:26,55.000000,50.500000,83.0,1.700000,2.100000,76,1022.5,-0.1
2460495.3937500,2024-07-03,09:27,55.000000,50.500000,83.0,1.000000,1.900000,67,1022.5,0.0
2460495.3944444,2024-07-03,09:28,55.000000,50.500000,83.0,0.000000,0.000000,0,1022.5,0.0
2460495.3951389,2024-07-03,09:29,55.000000,50.500000,83.0,1.400000,1.900000,70,1022.5,0.0
2460495.3958333,2024-07-03,09:30,55.000000,50.400000,82.0,0.600000,1.700000,46,1022.5,0.0
2460495.3965278,2024-07-03,09:31,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,0.0
2460495.3972222,2024-07-03,09:32,55.000000,50.400000,82.0,1.400000,1.700000,54,1022.5,0.0
2460495.3979167,2024-07-03,09:33,55.000000,50.400000,82.0,1.200000,1.700000,39,1022.5,-0.1
2460495.3986111,2024-07-03,09:34,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,0.0
2460495.3993056,2024-07-03,09:35,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,0.0
2460495.4000000,2024-07-03,09:36,55.000000,50.400000,82.0,0.400000,1.600000,29,1022.5,0.0
2460495.4006944,2024-07-03,09:37,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,0.0
2460495.4013889,2024-07-03,09:38,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4020833,2024-07-03,09:39,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4027778,2024-07-03,09:40,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,0.0
2460495.4034722,2024-07-03,09:41,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4041667,2024-07-03,09:42,55.000000,50.400000,82.0,0.000000,0.000000,0,1022.6,0.0
2460495.4048611,2024-07-03,09:43,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,0.0
2460495.4055556,2024-07-03,09:44,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,0.0
2460495.4062500,2024-07-03,09:45,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4069444,2024-07-03,09:46,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,0.0
2460495.4076389,2024-07-03,09:47,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,0.0
2460495.4083333,2024-07-03,09:48,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,0.0
2460495.4090278,2024-07-03,09:49,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4097222,2024-07-03,09:50,55.000000,50.200000,82.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4104167,2024-07-03,09:51,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4111111,2024-07-03,09:52,55.000000,50.200000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4118056,2024-07-03,09:53,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4125000,2024-07-03,09:54,55.000000,50.200000,83.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4131944,2024-07-03,09:55,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4138889,2024-07-03,09:56,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4145833,2024-07-03,09:57,55.000000,50.400000,83.0,0.400000,2.100000,53,1022.6,-0.1
2460495.4152778,2024-07-03,09:58,55.000000,50.400000,83.0,1.600000,2.700000,56,1022.6,-0.1
2460495.4159722,2024-07-03,09:59,55.000000,50.400000,83.0,0.800000,2.100000,49,1022.6,-0.1
2460495.4166667,2024-07-03,10:00,55.000000,50.400000,83.0,0.800000,1.700000,39,1022.6,-0.1
2460495.4173611,2024-07-03,10:01,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4180556,2024-07-03,10:02,55.000000,50.400000,83.0,0.800000,1.900000,86,1022.6,-0.1
2460495.4187500,2024-07-03,10:03,55.000000,50.400000,83.0,0.200000,1.400000,37,1022.6,-0.1
2460495.4194444,2024-07-03,10:04,55.000000,50.400000,83.0,0.000000,0.200000,56,1022.6,-0.1
2460495.4201389,2024-07-03,10:05,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4208333,2024-07-03,10:06,55.000000,50.400000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4215278,2024-07-03,10:07,55.000000,50.200000,83.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4222222,2024-07-03,10:08,55.000000,50.400000,83.0,0.000000,0.400000,232,1022.6,-0.1
2460495.4229167,2024-07-03,10:09,55.000000,50.400000,83.0,1.200000,1.600000,239,1022.6,-0.1
2460495.4236111,2024-07-03,10:10,55.000000,50.500000,84.0,1.700000,1.900000,242,1022.6,-0.1
2460495.4243056,2024-07-03,10:11,55.000000,50.500000,84.0,1.700000,1.900000,243,1022.6,-0.1
2460495.4250000,2024-07-03,10:12,55.000000,50.500000,84.0,1.600000,1.700000,237,1022.6,-0.1
2460495.4256944,2024-07-03,10:13,55.000000,50.500000,84.0,1.600000,1.700000,241,1022.6,-0.1
2460495.4263889,2024-07-03,10:14,55.000000,50.500000,84.0,1.000000,1.600000,239,1022.6,-0.1
2460495.4270833,2024-07-03,10:15,55.000000,50.500000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4277778,2024-07-03,10:16,55.000000,50.500000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4284722,2024-07-03,10:17,55.000000,50.500000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4291667,2024-07-03,10:18,55.000000,50.500000,84.0,0.400000,1.400000,259,1022.6,-0.1
2460495.4298611,2024-07-03,10:19,55.000000,50.500000,84.0,0.200000,0.800000,261,1022.6,-0.1
2460495.4305556,2024-07-03,10:20,55.000000,50.500000,84.0,1.600000,1.900000,257,1022.6,-0.1
2460495.4312500,2024-07-03,10:21,55.000000,50.500000,85.0,1.900000,2.100000,256,1022.6,-0.1
2460495.4319444,2024-07-03,10:22,55.000000,50.500000,85.0,1.900000,2.300000,258,1022.6,-0.1
2460495.4326389,2024-07-03,10:23,55.000000,50.700000,85.0,1.400000,2.100000,263,1022.6,-0.1
2460495.4333333,2024-07-03,10:24,55.000000,50.500000,85.0,1.400000,2.100000,272,1022.6,-0.1
2460495.4340278,2024-07-03,10:25,54.000000,50.500000,85.0,0.600000,1.600000,263,1022.6,-0.1
2460495.4347222,2024-07-03,10:26,55.000000,50.500000,85.0,0.000000,1.400000,268,1022.6,-0.1
2460495.4354167,2024-07-03,10:27,55.000000,50.500000,85.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4361111,2024-07-03,10:28,55.000000,50.500000,85.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4368056,2024-07-03,10:29,54.000000,50.500000,85.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4375000,2024-07-03,10:30,54.000000,50.400000,85.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4381944,2024-07-03,10:31,54.000000,50.400000,85.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4388889,2024-07-03,10:32,54.000000,50.400000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4395833,2024-07-03,10:33,54.000000,50.200000,84.0,0.000000,0.000000,0,1022.7,-0.1
2460495.4402778,2024-07-03,10:34,54.000000,50.200000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4409722,2024-07-03,10:35,54.000000,50.000000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4416667,2024-07-03,10:36,54.000000,50.000000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4423611,2024-07-03,10:37,54.000000,49.800000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4430556,2024-07-03,10:38,54.000000,49.600000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4437500,2024-07-03,10:39,54.000000,49.600000,84.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4444444,2024-07-03,10:40,54.000000,49.600000,84.0,0.600000,1.600000,332,1022.6,-0.1
2460495.4451389,2024-07-03,10:41,54.000000,49.600000,85.0,0.400000,1.700000,349,1022.6,-0.1
2460495.4458333,2024-07-03,10:42,54.000000,49.600000,85.0,0.000000,0.800000,326,1022.6,-0.1
2460495.4465278,2024-07-03,10:43,54.000000,49.600000,85.0,0.000000,0.800000,348,1022.6,-0.1
2460495.4472222,2024-07-03,10:44,54.000000,49.600000,85.0,0.000000,0.600000,311,1022.6,-0.1
2460495.4479167,2024-07-03,10:45,53.000000,49.500000,85.0,0.400000,1.600000,305,1022.6,-0.1
2460495.4486111,2024-07-03,10:46,53.000000,49.500000,85.0,0.600000,1.600000,305,1022.6,-0.1
2460495.4493056,2024-07-03,10:47,53.000000,49.500000,85.0,0.000000,0.200000,288,1022.6,-0.1
2460495.4500000,2024-07-03,10:48,53.000000,49.500000,85.0,0.000000,0.800000,314,1022.6,-0.1
2460495.4506944,2024-07-03,10:49,53.000000,49.500000,86.0,0.000000,1.400000,307,1022.6,0.0
2460495.4513889,2024-07-03,10:50,53.000000,49.500000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4520833,2024-07-03,10:51,53.000000,49.300000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4527778,2024-07-03,10:52,53.000000,49.300000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4534722,2024-07-03,10:53,53.000000,49.300000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4541667,2024-07-03,10:54,53.000000,49.500000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4548611,2024-07-03,10:55,53.000000,49.500000,86.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4555556,2024-07-03,10:56,53.000000,49.500000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4562500,2024-07-03,10:57,53.000000,49.500000,86.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4569444,2024-07-03,10:58,53.000000,49.300000,86.0,0.200000,1.600000,12,1022.6,-0.1
2460495.4576389,2024-07-03,10:59,53.000000,49.300000,86.0,0.000000,0.200000,17,1022.6,-0.1
2460495.4583333,2024-07-03,11:00,53.000000,49.300000,86.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4590278,2024-07-03,11:01,53.000000,49.300000,86.0,0.000000,0.400000,353,1022.6,0.0
2460495.4597222,2024-07-03,11:02,53.000000,49.100000,86.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4604167,2024-07-03,11:03,53.000000,49.100000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4611111,2024-07-03,11:04,52.000000,49.100000,86.0,0.000000,0.000000,0,1022.6,0.0
2460495.4618056,2024-07-03,11:05,52.000000,49.100000,86.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4625000,2024-07-03,11:06,52.000000,49.100000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.4631944,2024-07-03,11:07,52.000000,49.100000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.4638889,2024-07-03,11:08,52.000000,49.100000,87.0,0.000000,0.000000,0,1022.6,0.0
2460495.4645833,2024-07-03,11:09,52.000000,49.100000,87.0,0.000000,0.400000,37,1022.6,-0.1
2460495.4652778,2024-07-03,11:10,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4659722,2024-07-03,11:11,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.6,0.0
2460495.4666667,2024-07-03,11:12,52.000000,49.600000,88.0,0.000000,0.000000,0,1022.6,0.0
2460495.4673611,2024-07-03,11:13,52.000000,49.600000,88.0,0.000000,0.200000,8,1022.6,0.0
2460495.4680556,2024-07-03,11:14,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.6,0.0
2460495.4687500,2024-07-03,11:15,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4694444,2024-07-03,11:16,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4701389,2024-07-03,11:17,52.000000,49.600000,88.0,0.000000,1.000000,52,1022.5,-0.1
2460495.4708333,2024-07-03,11:18,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4715278,2024-07-03,11:19,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4722222,2024-07-03,11:20,52.000000,49.500000,88.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4729167,2024-07-03,11:21,52.000000,49.300000,88.0,0.000000,0.000000,0,1022.5,0.0
2460495.4736111,2024-07-03,11:22,52.000000,49.300000,88.0,0.000000,0.000000,0,1022.5,-0.1
2460495.4743056,2024-07-03,11:23,52.000000,49.300000,88.0,0.000000,0.000000,0,1022.6,0.0
2460495.4750000,2024-07-03,11:24,52.000000,49.300000,88.0,0.000000,0.000000,0,1022.6,-0.1
2460495.4756944,2024-07-03,11:25,52.000000,49.500000,89.0,0.800000,2.100000,339,1022.6,-0.1
2460495.4763889,2024-07-03,11:26,52.000000,49.800000,90.0,1.700000,2.300000,307,1022.6,0.0
2460495.4770833,2024-07-03,11:27,52.000000,50.200000,90.0,0.800000,2.100000,321,1022.7,0.0
2460495.4777778,2024-07-03,11:28,53.000000,50.200000,90.0,0.000000,0.000000,0,1022.7,-0.1
2460495.4784722,2024-07-03,11:29,53.000000,50.200000,90.0,0.000000,0.000000,0,1022.7,0.0
2460495.4791667,2024-07-03,11:30,53.000000,50.400000,90.0,1.400000,1.900000,318,1022.7,-0.1
2460495.4798611,2024-07-03,11:31,53.000000,50.500000,90.0,0.200000,1.200000,299,1022.7,0.0
2460495.4805556,2024-07-03,11:32,53.000000,50.500000,90.0,0.000000,0.000000,0,1022.7,0.0
2460495.4812500,2024-07-03,11:33,53.000000,50.400000,90.0,0.000000,0.000000,0,1022.7,-0.1
2460495.4819444,2024-07-03,11:34,53.000000,50.400000,90.0,0.000000,0.000000,0,1022.7,0.0
2460495.4826389,2024-07-03,11:35,53.000000,50.400000,89.0,0.200000,1.400000,26,1022.7,-0.1
2460495.4833333,2024-07-03,11:36,53.000000,50.400000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4840278,2024-07-03,11:37,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4847222,2024-07-03,11:38,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4854167,2024-07-03,11:39,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4861111,2024-07-03,11:40,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4868056,2024-07-03,11:41,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4875000,2024-07-03,11:42,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4881944,2024-07-03,11:43,53.000000,50.400000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4888889,2024-07-03,11:44,53.000000,50.500000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4895833,2024-07-03,11:45,53.000000,50.400000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4902778,2024-07-03,11:46,53.000000,50.400000,89.0,0.000000,0.000000,0,1022.7,0.0
2460495.4909722,2024-07-03,11:47,53.000000,50.400000,88.0,0.000000,0.000000,0,1022.7,0.0
2460495.4916667,2024-07-03,11:48,53.000000,50.200000,88.0,0.000000,0.400000,345,1022.7,0.0
2460495.4923611,2024-07-03,11:49,53.000000,50.200000,88.0,0.000000,0.200000,311,1022.7,0.1
2460495.4930556,2024-07-03,11:50,53.000000,50.200000,88.0,0.000000,0.000000,0,1022.7,0.1
2460495.4937500,2024-07-03,11:51,53.000000,50.000000,88.0,0.000000,0.000000,0,1022.8,0.1
2460495.4944444,2024-07-03,11:52,53.000000,50.200000,88.0,0.000000,0.200000,334,1022.8,0.2
2460495.4951389,2024-07-03,11:53,53.000000,50.200000,88.0,0.000000,1.000000,282,1022.8,0.2
2460495.4958333,2024-07-03,11:54,53.000000,50.000000,88.0,0.800000,1.600000,291,1022.8,0.2
2460495.4965278,2024-07-03,11:55,53.000000,50.000000,88.0,0.600000,1.600000,324,1022.8,0.3
2460495.4972222,2024-07-03,11:56,53.000000,50.000000,88.0,0.200000,1.700000,324,1022.8,0.3
2460495.4979167,2024-07-03,11:57,53.000000,49.800000,88.0,0.000000,0.800000,333,1022.8,0.3
2460495.4986111,2024-07-03,11:58,53.000000,50.000000,88.0,0.000000,0.600000,312,1022.9,0.4
2460495.4993056,2024-07-03,11:59,53.000000,49.800000,88.0,0.000000,0.000000,0,1022.9,0.4
2460495.5000000,2024-07-03,12:00,53.000000,49.800000,88.0,0.000000,0.000000,0,1022.9,0.5
2460495.5006944,2024-07-03,12:01,53.000000,49.800000,88.0,0.200000,1.600000,329,1022.9,0.6
2460495.5013889,2024-07-03,12:02,53.000000,49.800000,88.0,0.000000,0.000000,0,1022.9,0.7
2460495.5020833,2024-07-03,12:03,53.000000,49.600000,88.0,0.000000,0.000000,0,1022.9,0.8
2460495.5027778,2024-07-03,12:04,52.000000,49.600000,88.0,0.000000,0.000000,0,1022.9,0.9
2460495.5034722,2024-07-03,12:05,53.000000,49.800000,89.0,0.000000,0.000000,0,1022.9,1.0
2460495.5041667,2024-07-03,12:06,53.000000,49.800000,89.0,0.000000,0.000000,0,1022.9,1.1
2460495.5048611,2024-07-03,12:07,52.000000,49.800000,89.0,0.000000,1.000000,311,1022.9,1.2
2460495.5055556,2024-07-03,12:08,52.000000,49.800000,89.0,0.000000,0.600000,315,1022.9,1.3
2460495.5062500,2024-07-03,12:09,52.000000,49.800000,89.0,0.000000,0.000000,0,1023.0,1.4
2460495.5069444,2024-07-03,12:10,52.000000,49.800000,89.0,1.000000,1.600000,289,1023.0,1.5
2460495.5076389,2024-07-03,12:11,52.000000,50.000000,89.0,0.000000,1.000000,304,1023.0,1.6
2460495.5083333,2024-07-03,12:12,52.000000,50.000000,90.0,0.000000,0.400000,318,1023.0,1.7
2460495.5090278,2024-07-03,12:13,52.000000,50.200000,90.0,0.200000,1.400000,314,1023.0,1.9
2460495.5097222,2024-07-03,12:14,53.000000,50.200000,90.0,0.800000,1.700000,320,1023.0,1.9
2460495.5104167,2024-07-03,12:15,53.000000,50.400000,90.0,0.200000,1.700000,324,1023.0,2.0
2460495.5111111,2024-07-03,12:16,53.000000,50.400000,90.0,1.900000,2.300000,317,1023.0,2.1
2460495.5118056,2024-07-03,12:17,53.000000,50.500000,91.0,1.200000,2.900000,321,1023.0,2.2
2460495.5125000,2024-07-03,12:18,53.000000,50.500000,91.0,1.000000,2.700000,306,1023.1,2.3
2460495.5131944,2024-07-03,12:19,53.000000,50.500000,90.0,1.700000,2.300000,311,1023.1,2.3
2460495.5138889,2024-07-03,12:20,53.000000,50.500000,90.0,1.900000,2.700000,314,1023.1,2.4
2460495.5145833,2024-07-03,12:21,53.000000,50.700000,90.0,2.500000,2.900000,307,1023.1,2.5
2460495.5152778,2024-07-03,12:22,53.000000,50.700000,90.0,1.400000,2.100000,314,1023.1,2.6
2460495.5159722,2024-07-03,12:23,53.000000,50.700000,90.0,1.600000,2.500000,325,1023.1,2.8
2460495.5166667,2024-07-03,12:24,53.000000,50.900000,90.0,1.200000,2.300000,302,1023.1,2.9
2460495.5173611,2024-07-03,12:25,53.000000,50.700000,90.0,1.400000,2.500000,307,1023.1,3.0
2460495.5180556,2024-07-03,12:26,53.000000,50.700000,89.0,1.700000,2.300000,309,1023.1,3.2
2460495.5187500,2024-07-03,12:27,53.000000,50.700000,89.0,0.600000,1.700000,314,1023.2,3.5
2460495.5194444,2024-07-03,12:28,53.000000,50.700000,89.0,0.000000,1.200000,317,1023.2,3.7
2460495.5201389,2024-07-03,12:29,53.000000,50.700000,89.0,0.000000,0.000000,0,1023.2,4.0
2460495.5208333,2024-07-03,12:30,54.000000,50.700000,89.0,0.200000,1.600000,311,1023.2,4.2
2460495.5215278,2024-07-03,12:31,54.000000,50.900000,89.0,0.000000,0.000000,0,1023.2,4.4
2460495.5222222,2024-07-03,12:32,54.000000,50.900000,89.0,0.000000,0.000000,0,1023.2,4.7
2460495.5229167,2024-07-03,12:33,54.000000,50.900000,89.0,0.000000,0.000000,0,1023.2,5.1
